GE,6.57,-.21,"129,404,442"
NGVC,14.40,+.05,"125,078"
HUTMF,1.26,+.05,"123,053"
AXAHY,18.28,-.31,"122,928"
MHI,11.42,+.13,"120,698"
TUIFY,2.77,-.27,"120,608"
TPRFF,5.08,-.06,"119,902"
RAVE,.9001,-.0539,"119,547"
AVD,13.30,-.22,"119,524"
AMGDF,.79,+.10,"118,474"
AEYE,8.47,-.16,"118,152"
EKSO,3.83,+.30,"118,042"
NBRpA,6.42,-1.27,"117,915"
LBC,10.28,-.26,"116,209"
IDN,6.14,+.19,"116,117"
LEU,8.55,+.02,"115,918"
CIA,6.08,-.23,"115,915"
EARS,.999,-.031,"115,529"
INVVY,7.1832,-.1168,"113,905"
GECC,3.24,-.26,"113,701"
FFIC,11.34,-.56,"112,531"
RDI,3.50,-.33,"112,419"
TA,13.62,-.28,"112,264"
WNDW,3.05,+.175,"111,728"
OLP,15.85,-.64,"110,101"
FNMFN,14.14,-.06,"109,815"
OFS,4.99,0,"109,274"
PRCP,3.00,+.09,"107,298"
GBOOY,15.25,-.52,"107,281"
MYOS,.8850,-.0004,"106,527"
SONA,10.06,-.41,"106,515"
MCTC,.5490,-.091,"106,354"
PUMSY,7.41,+.30,"105,717"
EXLLF,.5859,+.0459,"105,518"
GSMG,3.19,+.10,"105,187"
UVSP,16.44,-.45,"105,159"
SMNNY,18.325,-.155,"104,909"
ALLT,10.67,+.18,"103,502"
ORKLY,8.92,+.2202,"102,915"
NEBU,10.28,+.03,"102,730"
FGB,3.70,-.09,"102,724"
CTEK,1.35,-.07,"102,506"
MANU,16.63,+.02,"102,253"
HSDEF,.4600,-.0388,"101,869"
ATXI,11.47,+.375,"101,108"
HHS,2.28,+.02,"101,010"
TLSYY,10.69,-.05,"100,452"
CRHM,1.93,-.02,"98,825"
MJDLF,2.62,-.22,"97,249"
MPX,11.25,-.46,"96,885"
ENTX,1.92,-.08,"96,711"
NEXT,1.51,0,"96,190"
QUIK,4.92,-.18,"96,176"
FPAY,1.58,+.06,"95,790"
MTNOY,3.16,+.035,"95,695"
DXYN,1.04,+.22,"95,642"
RGT,11.23,-.04,"95,243"
BCLYF,1.509,+.079,"94,391"
KZIA,3.07,+.305,"93,935"
RYKKY,15.05,-.34,"93,890"
STLY,.5500,+.01,"93,555"
KNWN,2.04,+.12,"93,122"
SNDE,2.48,-.07,"92,150"
PRYMY,10.86,+.28,"92,060"
GLGDF,.6280,+.0478,"91,491"
SAWLF,1.303,-.067,"90,965"
ETTX,2.77,+.06,"90,567"
MYD,13.13,+.17,"90,353"
GAPFF,1.90,-.15,"89,659"
ACTTW,.92,+.0069,"89,622"
IGA,8.27,+.01,"89,430"
HYPMY,6.14,+.30,"88,550"
LTBR,5.3098,-.3302,"87,792"
BCEKF,1.87,+.07,"87,381"
QUBT,2.05,+.45,"87,090"
OCLN,.1086,-.0014,"86,809"
CERGF,1.85,0,"86,595"
MSADY,14.73,+.305,"85,226"
SMHB,4.48,-.13,"84,586"
PRMRF,1.18,-.05,"83,805"
INTZ,4.7000,+.30,"83,400"
ACH,4.77,+.02,"83,272"
LEDS,2.91,+.05,"83,190"
CRTPF,2.02,-.15,"82,550"
CBDS,.625,-.049,"82,428"
BGI,.6007,-.0793,"82,233"
PCYO,10.16,+.18,"82,048"
STAF,.7600,+.02,"81,743"
SIFY,.930,+.0004,"80,929"
NGENF,1.73,+.1535,"80,042"
STKS,1.835,+.025,"79,909"
PBTS,2.60,-.07,"79,757"
SHPMF,1.50,0,"79,700"
MCBC,7.39,-.12,"79,319"
NCNA,6.27,-.06,"78,839"
WHLR,1.43,0,"78,348"
GV,3.85,-.06,"77,765"
LINC,3.90,+.08,"77,658"
QBIEY,5.8575,-.0625,"77,535"
LTRX,3.61,-.03,"77,240"
RCA,17.65,+.27,"76,975"
PTQQF,.9463,+.0233,"76,879"
FPAC/WS,.67,-.03,"76,650"
CMT,4.75,+.65,"76,574"
YVR,1.50,-.08,"76,471"
ECF,11.04,+.325,"76,106"
BXG,4.36,+.04,"75,980"
BBF,12.15,+.15,"75,844"
EFF,13.73,+.32,"75,519"
THBIY,1.46,0,"75,205"
STLHF,.7100,-.037,"74,947"
PTAIY,6.30,+.33,"74,902"
USOI,4.6885,+.0785,"73,761"
CLPR,7.38,+.19,"73,377"
CVV,3.1551,+.1951,"73,306"
BBGI,2.37,-.13,"72,909"
AMXEF,1.1133,-.01,"72,279"
CCLAY,5.8325,-.0275,"71,990"
MAGS,2.9473,-.0427,"71,979"
GPX,7.85,+.19,"71,901"
TGLS,4.91,+.51,"71,829"
NBGIF,1.39,-.06,"71,692"
ESEA,2.72,-.03,"71,362"
SGAMY,3.24,-.04,"70,784"
IDYA,9.79,+.39,"70,525"
LAZY,6.08,-.42,"70,426"
CPIX,3.31,+.03,"69,909"
XELB,.8064,-.0136,"69,450"
JBSAY,8.19,+.02,"69,000"
MOGO,.862,-.0132,"68,816"
HLPPY,10.50,-.09,"68,596"
CIMpC,18.35,0,"68,181"
JSAIY,9.55,+.175,"68,072"
ORGS,7.27,+.41,"67,978"
QES,.7120,-.0306,"67,938"
LGI,13.81,+.06,"67,622"
HSNGY,15.46,-.0685,"67,161"
IENVF,2.77658,-.06342,"67,023"
EGIF,13.35,-.05,"66,865"
USEG,6.43,-.17,"66,793"
VBIO,.0600,0,"66,771"
DTEA,.877,-.0149,"66,634"
TWIN,5.49,+.01,"66,074"
HNNMY,2.95,-.02,"65,525"
SRT,4.21,-.11,"65,121"
BSET,6.40,-.20,"65,115"
CBMG,13.77,-.03,"64,154"
LCDX,.52,-.05,"63,786"
BKRIF,1.85,-.07,"63,448"
EDUC,8.25,+.31,"63,336"
TURN,1.65,+.0233,"63,220"
MITJF,.039166,-.000834,"62,033"
ISDR,10.45,+.25,"61,851"
CYAD,11.3309,+.3308,"61,666"
BFST,14.49,-.71,"61,559"
DGICA,14.25,-.43,"61,314"
LMGDF,.576669,+.028969,"61,244"
PEIpC,5.97,-.18,"61,053"
HBCYF,4.59,-.21,"60,971"
USNZY,1.115,+.035,"60,806"
GRYN,.4600,+.02,"59,778"
GNSS,4.58,+.05,"59,336"
BPYUP,16.09,+.09,"58,798"
GPP,6.61,+.36,"58,627"
UDFI,1.50,+.05,"58,101"
LMNL,10.34,+1.02,"57,840"
MRPLY,7.3638,-.3512,"57,583"
GIGM,2.79,+.10,"56,381"
FWP,5.95,-.06,"56,347"
CMCL,15.59,+.20,"56,063"
TOLWF,.5988,-.0012,"56,000"
MWK,5.15,-.39,"55,988"
JDD,7.51,-.05,"55,914"
PVL,1.65,-.035,"55,671"
AOTVF,.6423,-.0086,"55,500"
TEAR,.0549,0,"55,417"
CWGL,5.50,-.005,"55,012"
INOD,1.36,0,"54,439"
PIOE,2.1250,+.005,"54,200"
RCAR,1.52,+.0401,"54,150"
FLNG,4.60,-.04,"54,037"
NBH,14.13,-.02,"53,864"
MMU,12.03,+.18,"52,886"
RVXCF,.5708,+.0281,"52,370"
ARYAU,14.67,+2.42,"52,255"
NTZ,.7660,-.124,"52,147"
ONCT,3.06,0,"51,936"
ROGFF,.9481,-.0019,"51,573"
SOFO,4.13,-.21,"51,497"
ENT,2.16,-.03,"50,894"
TCLRY,.29,+.03,"50,871"
INDXF,.6852,+.0452,"50,683"
TLGT,3.90,-.13,"50,677"
CPCAF,1.01,+.041,"49,900"
OCCI,9.45,+.06,"49,584"
JRJC,5.25,+.20,"49,470"
IMBI,3.75,-.05,"49,388"
URPTF,3.705,+.006,"49,230"
BIOX,6.69,+.19,"48,714"
PZG,1.1200,+.04,"48,664"
SANW,2.13,-.13,"48,245"
SVRGF,2.10,-.07,"48,241"
PTXKY,3.80,+.72,"47,587"
BTA,11.42,+.16,"47,397"
UBFO,6.13,-.19,"47,027"
VJET,1.12,0,"46,619"
IRRZF,.9900,-.01,"46,571"
BGSF,10.44,-.19,"46,175"
TIPT,6.10,-.19,"45,746"
MFH,1.59,+.06,"44,652"
AERO,2.74,+.06,"44,579"
AREM,.1200,-.016,"44,563"
PLXP,3.68,-.23,"44,518"
RVSB,5.00,-.07,"44,387"
MNSB,13.27,-1.42,"44,358"
MNDJF,1.475,-.015,"43,840"
EMMS,1.38,-.02,"43,724"
AUTO,.97,+.01,"43,685"
RETO,1.0599,-.1401,"43,055"
MFD,7.93,+.08,"42,944"
SMTS,.7964,+.0364,"42,659"
GTIM,1.16,-.07,"42,651"
VFL,11.99,+.22,"42,595"
PEIpD,5.95,-.230312,"42,142"
BKTI,2.81,-.02,"41,916"
PBIO,2.36,-.22,"41,799"
RUSMF,10.645,-.24,"41,323"
ENRFF,4.05,+.03,"41,270"
FLXS,9.93,-.36,"41,145"
BMWYY,19.67,-.11,"40,892"
RBNC,14.00,+.34,"40,860"
DSEEY,4.1075,-.1225,"40,717"
GASNY,3.79,+.10,"40,265"
GSH,9.68,+.10,"40,188"
VLVLY,14.155,-.115,"39,960"
ORGH,1.6500,-.07,"39,940"
CCM,1.39,-.111,"39,549"
LIVE,10.5538,+.0538,"39,176"
VCNX,3.8409,+.1409,"38,239"
BNET,.5300,-.08,"38,108"
BHTG,1.05,-.04,"37,820"
GF,14.20,+.145,"37,511"
BRT,11.28,+.60,"37,476"
PROF,12.34,+.14,"37,448"
INTT,3.18,-.06,"37,392"
ZTCOY,5.02,+.08,"37,342"
PCF,7.53,+.12,"37,212"
NTN,1.12,+.07,"37,074"
CXH,9.11,+.04,"36,945"
PCSB,13.36,-.46,"36,739"
GRIN,2.33,-.185,"36,124"
ALST,.8599,+.4449,"35,304"
FBIOP,18.01,+.06,"35,090"
CEA,17.38,+.16,"35,043"
RIOCF,10.59,-.1447,"34,953"
CPTAG,19.00,+1.00,"34,785"
MRLN,7.49,+.06,"34,778"
PANL,2.08,+.12,"34,773"
WYNMF,1.66,-.05,"34,258"
TSGTF,6.805,+.165,"34,250"
DDF,8.89,-.04,"34,240"
DLA,12.31,-.33,"34,038"
LCSHF,8.1701,+.1701,"33,925"
HEOFF,.700,-.0039,"33,735"
FORD,1.22,0,"33,215"
GSIT,7.53,-.01,"32,977"
RMCF,4.29,+.02,"32,914"
AHTpG,7.43,-.31,"32,665"
VODG,.5850,+.0055,"32,612"
MDLX,2.80,-.22,"32,080"
MARPS,2.08,-.26,"31,937"
SNST,1.7400,+.14,"31,923"
WTT,1.01,+.02,"31,374"
DCTH,7.81,-.32,"31,216"
KNCAY,7.24,-.6925,"30,685"
ESCA,10.08,-.08,"29,814"
IVDA,.4620,+.022,"29,750"
FCCY,12.84,-.12,"28,468"
TSRYY,6.42,-.20,"28,429"
BJCHF,.650,+.03,"28,201"
CDEVY,5.3425,+.0125,"28,117"
RELL,4.20,+.15,"27,732"
BSQR,1.4701,-.0799,"27,333"
EAST,1.54,+.02,"26,981"
RYDBF,15.00,-.35,"26,719"
SZEVY,5.66,+.07,"26,678"
ESYJY,8.28,-1.00,"26,526"
BMNM,.66,+.01,"25,996"
TBVPF,.5500,+.115,"25,909"
CRERF,15.1385,+.4785,"25,778"
BWG,11.84,0,"25,709"
CHPGF,2.76,+.19396,"25,707"
GEAHF,2.32,-.05,"25,626"
SLVO,6.319,+.059,"25,401"
ALNPY,4.72,-.315,"24,959"
FINMY,3.035,-.1151,"24,934"
CJREF,2.31,-.04,"24,708"
MDLQ,2.898,-.302,"24,285"
ACY,2.36,+.02,"24,058"
ETCMY,2.40,-.225,"23,948"
ZTCOF,2.51,-.01,"23,839"
HLDVF,3.44,-.476,"23,607"
DIIBF,3.585,+.0201,"23,499"
SUMR,6.2477,+.6477,"23,282"
MLP,10.51,-.10,"23,257"
IPATF,1.0200,0,"23,218"
TSQ,4.47,+.12,"23,173"
AJINY,17.08,+.245,"23,075"
BDVSY,17.42,-.44,"22,833"
EHVVF,.3200,+.04697,"22,830"
ESSA,14.35,+.95,"22,312"
GHMP,.7050,+.055,"22,075"
MEGGF,3.535,-.315,"21,891"
JSHLY,10.06,+.01,"21,876"
MALJF,4.43,-.12,"21,816"
HCAP,4.02,+.035,"21,540"
SHBI,10.00,-.20,"21,024"
SOHOB,8.10,-.30,"20,952"
SOLCF,.4200,+.009,"20,633"
RELV,3.70,+.187,"20,489"
ZMTP,2.15,+.01,"20,315"
SDXAY,13.46,-.32,"20,302"
KIGRY,13.98,-.32,"20,234"
JBFCF,2.285,-.185,"19,991"
PMTS,1.39,-.10,"19,857"
WEYL,2.45,+.25,"19,788"
MEGGY,6.80,-.52,"19,729"
KGJI,1.00,+.0199,"19,543"
SCBH,11.65,-.30,"19,356"
CIMpD,18.40,-.10,"19,179"
INCZY,1.28,-.03,"19,171"
WEDXF,1.2499,+.0303,"19,150"
YAMHF,14.076,-1.074,"18,902"
CKHUF,6.04,-.14,"18,887"
ALPN,3.70,+.08,"18,718"
AAIGF,8.243,-.107,"18,506"
NLLSF,1.5100,-.04,"18,383"
SEKEY,5.57,-.175,"18,208"
CHFFF,.520,-.01,"18,000"
CADNF,10.19,+.18,"17,692"
MFCO,.5000,0,"17,500"
LWSCF,6.7943,-.3365,"17,301"
BCII,2.35,-.65,"17,142"
CAOVY,15.40,-.035,"16,983"
BAF,13.55,+.17,"16,982"
NSANF,3.82,-.245,"16,818"
NOPMF,6.20,+.1989,"16,671"
JETR,.3050,-.275,"16,087"
GURE,4.32,-.125,"16,052"
EPSN,2.91,-.01,"15,910"
SINGF,2.74,-.028,"15,739"
WINT,7.22,-.05,"15,653"
SOHOO,8.18,-.50,"15,544"
RSSV,.3400,-.11,"15,524"
MYTAY,5.65,-.61,"15,453"
SUUIF,6.7702,-.1798,"15,439"
CELP,4.61,+.1203,"15,383"
AMBO,1.645,-.005,"15,380"
FNMAP,12.50,+.66,"15,275"
NUO,14.96,+.09,"14,842"
MGIC,10.17,+.06,"14,714"
PUGOY,14.25,-.446,"14,421"
SVAP,.0980,+.018,"14,350"
MAKSF,1.13,-.03,"13,848"
MKRIF,.5571,+.0369,"13,786"
FINGF,13.3187,+.0616,"13,768"
HNLGY,9.76,-.35,"13,700"
NMTC,1.49,-.04,"13,655"
PARXF,11.38663,-.02736,"13,631"
USLG,.56,+.01,"13,610"
NGQRF,.50425,-.00475,"13,401"
FEIM,8.16,-.43,"13,219"
HTpC,11.85,-.48,"12,871"
BNDSY,.569,-.0431,"12,500"
BYDIF,1.87,-.06,"12,243"
BRBW,7.90,-.10,"12,226"
SOHON,8.12,-.8983,"12,119"
AFLYY,4.58,-.12,"12,076"
PVBK,6.775,+.0249,"12,050"
VTSYF,3.71,-.22,"12,000"
FVGCF,.0130,-.1398,"11,987"
SWKH,13.76,+.01,"11,946"
BBDO,3.26,0,"11,930"
DYFSF,.5815,-.0213,"11,800"
FUND,5.86,+.02,"11,680"
MITTpA,10.9657,-.2843,"11,518"
ANTE,.71,-.01999,"11,477"
PRMNF,.6444,+.0114,"11,454"
BXNG,.6800,+.03,"11,358"
REMYY,12.0975,-.3025,"11,228"
ASFI,12.50,+.05,"11,021"
TGLVY,12.00,+.195,"10,777"
AMNF,2.31,-.01,"10,769"
RHEpA,2.0000,+.11,"10,720"
MGAWY,10.476,-.024,"10,603"
WBSI,.6000,+.10,"10,511"
MCLDF,2.96,-.0541,"10,499"
CELC,9.73,-.92,"10,486"
FRMO,4.80,+.15,"10,480"
OWPC,.56,+.06,"10,321"
CWBC,6.51,+.11,"10,201"
BRBMF,3.21735,0,"10,000"
TLED,.0781,0,"10,000"
BKEAY,1.76,-.10,"9,968"
AHTpH,7.55,-.30,"9,828"
DSFGY,8.05,-.14,"9,800"
WYGPY,5.66,-.55,"9,666"
ITVPY,10.06,-.45,"9,506"
NWGI,2.85,+.10,"9,394"
PFIN,4.80,-.175,"9,386"
IMTE,3.60,-.11,"9,310"
PMD,5.80,+.28,"9,152"
WINS,7.07,+.1101,"8,918"
HTpE,11.84,-.1701,"8,615"
NDVLY,1.98,-.045,"8,509"
FSRL,5.50,+.46,"8,500"
HLDCY,3.56,-.005,"8,261"
FXNC,13.28,0,"8,126"
EXETF,4.05,+.05,"8,120"
FAT,3.2622,+.0822,"8,065"
GLKIF,.00225,+.00105,"8,000"
PLL,7.75,-.4028,"7,989"
CBWBF,16.46,-.68,"7,901"
AOZOY,4.61,-.17,"7,879"
AGRPY,9.00,-.3725,"7,528"
BDR,.5300,-.025,"7,478"
ADIL,1.6151,-.0249,"7,472"
JSNSF,2.31,-.01,"7,451"
TACT,4.10,-.17,"7,404"
SPXCF,5.91,+.04,"7,350"
CIG/C,2.05,-.10,"7,314"
SMUUY,8.84,-.16,"7,261"
NTIC,7.4089,+.1189,"7,189"
RSSS,3.0300,+.03,"7,116"
VCF,13.77,+.03,"7,009"
PCCWY,5.37,-.0325,"6,990"
APEN,1.80,-.11,"6,862"
UBAAF,1.6601,+.0001,"6,800"
BGAOY,4.081,-.214,"6,745"
IINX,1.25,0,"6,588"
ATSAF,14.50,-.70,"6,551"
EQS,1.08,-.02,"6,447"
PTNR,4.10,+.02,"6,275"
CPMD,1.45,-.12,"6,160"
UNAM,5.5075,-.3925,"6,053"
FNGR,.4500,+.05,"6,000"
ABAHF,4.3275,-.6025,"5,877"
RAND,11.39,-.03,"5,831"
OXBDF,9.785,+.26,"5,820"
YUEIF,1.55,0,"5,500"
SCEXF,3.38,+.01,"5,474"
NMRD,7.30,+.1347,"5,455"
OPHLY,9.41,+.035,"5,359"
TOPPY,8.50,-.10,"5,351"
EXEO,.8500,+.0111,"5,325"
PHUNW,.2001,+.0001,"5,272"
TUIFF,5.51,-.79,"5,259"
CHKVP,5.50,-.50,"5,027"
STBI,14.14,-.71,"5,007"
INCAF,.3544,+.0144,"5,000"
PSSR,.47,0,"5,000"
BLMC,2.87,+.27,"4,980"
KRBF,.32,+.07,"4,923"
UBCP,11.38,+.33,"4,902"
CHKGF,5.355,+.08,"4,821"
ICTSF,2.9700,+.47,"4,785"
FRHHF,.880,+.0348,"4,695"
SINGY,8.50,-.49,"4,638"
CLLDY,4.025,+.015,"4,510"
KULR,1.00,0,"4,489"
BNSO,2.30,+.01,"4,315"
PHGUF,1.4500,-.04,"4,284"
MRRTY,2.44,+.065,"4,245"
SVLKF,1.4000,+.05,"4,241"
FBVA,12.75,0,"4,200"
AMSSY,7.52,-.255,"4,087"
PVOTF,.1550,+.005,"4,068"
EQUEY,3.558,-.222,"4,055"
WMCB,8.20,+.14,"4,000"
